country,model,cyl,drive,fuel,vehClass,mpg
US,GMC Canyon,6,2WD,Gasoline,special purpose,15
US,GMC Canyon,6,4WD,Gasoline,pickup,19
US,GMC Sierra 10,4,2WD,Gasoline,pickup,20
US,GMC Sierra 10,4,2WD,Gasoline,pickup,21
US,GMC Sierra 10,4,4WD,Gasoline,pickup,19
US,GMC Sierra 10,4,4WD,Gasoline,pickup,20
US,GMC Sierra 10,6,2WD,Gasoline,pickup,17
US,GMC Sierra 10,6,2WD,Gasoline,special purpose,17
US,GMC Sierra 10,6,4WD,Gasoline,pickup,17
US,GMC Sierra 10,6,4WD,Gasoline,special purpose,15
US,GMC Sierra 10,8,2WD,Gasoline,pickup,17
US,GMC Sierra 10,8,2WD,Gasoline,special purpose,16
US,GMC Sierra 10,8,4WD,Gasoline,pickup,17
US,GMC Sierra 10,8,4WD,Gasoline,special purpose,15
US,GMC Sierra 10,8,2WD,Gasoline,pickup,19
US,GMC Sierra 10,8,2WD,Gasoline,pickup,19
US,GMC Sierra 10,8,4WD,Gasoline,pickup,17
US,GMC Sierra 10,8,4WD,Gasoline,pickup,17
US,GMC Sierra 10 AT4,8,4WD,Gasoline,pickup,17
US,GMC Sierra 10 AT4,8,4WD,Gasoline,pickup,17
US,GMC Sierra 15 LTD,8,2WD,Gasoline,pickup,17
US,GMC Sierra 15 LTD,8,4WD,Gasoline,pickup,17
US,GMC Terrain,4,2WD,Gasoline,small SUV,28
US,GMC Terrain,4,4WD,Gasoline,small SUV,26
US,GMC Terrain,4,2WD,Diesel,small SUV,32
US,GMC Terrain,4,4WD,Diesel,small SUV,32
US,GMC Terrain,4,2WD,Gasoline,small SUV,24
US,GMC Terrain,4,4WD,Gasoline,small SUV,23
US,GMC Yukon 1500,8,2WD,Gasoline,standard SUV,18
US,GMC Yukon 1500,8,4WD,Gasoline,standard SUV,17
US,GMC Yukon 1500,8,2WD,Gasoline,standard SUV,17
US,GMC Yukon 1500,8,4WD,Gasoline,standard SUV,17
US,GMC Yukon 1500 XL,8,2WD,Gasoline,standard SUV,18
US,GMC Yukon 1500 XL,8,4WD,Gasoline,standard SUV,16
US,GMC Yukon 1500 XL,8,2WD,Gasoline,standard SUV,17
US,GMC Yukon 1500 XL,8,4WD,Gasoline,standard SUV,16
Japan,HONDA Accord,4,2WD,Gasoline,large car,33
Japan,HONDA Accord,4,2WD,Gasoline,large car,30
Japan,HONDA Accord,4,2WD,Gasoline,large car,31
Japan,HONDA Accord,4,2WD,Gasoline,large car,27
Japan,HONDA Accord,4,2WD,Gasoline,large car,48
Japan,HONDA Accord,4,2WD,Gasoline,large car,26
Japan,HONDA Accord 2.0T Sport/Touring,4,2WD,Gasoline,midsize car,26
Japan,HONDA CR-V,4,2WD,Gasoline,small SUV,30
Japan,HONDA CR-V,4,4WD,Gasoline,small SUV,29
Japan,HONDA CR-V,4,2WD,Gasoline,small SUV,28
Japan,HONDA CR-V,4,4WD,Gasoline,small SUV,27
Japan,HONDA Civic 2Dr,4,2WD,Gasoline,small car,35
Japan,HONDA Civic 2Dr,4,2WD,Gasoline,small car,35
Japan,HONDA Civic 2Dr,4,2WD,Gasoline,small car,32
Japan,HONDA Civic 2Dr,4,2WD,Gasoline,small car,33
Japan,HONDA Civic 2Dr,4,2WD,Gasoline,small car,33
Japan,HONDA Civic 2Dr,4,2WD,Gasoline,small car,33
Japan,HONDA Civic 2Dr,4,2WD,Gasoline,small car,33
Japan,HONDA Civic 2Dr,4,2WD,Gasoline,small car,29
Japan,HONDA Civic 2Dr,4,2WD,Gasoline,small car,32
Japan,HONDA Civic 2Dr,4,2WD,Gasoline,small car,32
Japan,HONDA Civic 4Dr,4,2WD,Gasoline,midsize car,36
Japan,HONDA Civic 4Dr,4,2WD,Gasoline,midsize car,36
Japan,HONDA Civic 4Dr,4,2WD,Gasoline,midsize car,32
Japan,HONDA Civic 4Dr,4,2WD,Gasoline,midsize car,33
Japan,HONDA Civic 4Dr,4,2WD,Gasoline,midsize car,33
Japan,HONDA Civic 4Dr,4,2WD,Gasoline,midsize car,33
Japan,HONDA Civic 4Dr,4,2WD,Gasoline,midsize car,33
Japan,HONDA Civic 4Dr,4,2WD,Gasoline,midsize car,29
Japan,HONDA Civic 4Dr,4,2WD,Gasoline,midsize car,32
Japan,HONDA Civic 4Dr,4,2WD,Gasoline,midsize car,32
Japan,HONDA Fit,4,2WD,Gasoline,station wagon,36
Japan,HONDA Fit,4,2WD,Gasoline,station wagon,31
Japan,HONDA Fit,4,2WD,Gasoline,station wagon,33
Japan,HONDA HR-V,4,2WD,Gasoline,station wagon,30
Japan,HONDA HR-V,4,4WD,Gasoline,station wagon,29
Japan,HONDA HR-V,4,4WD,Gasoline,station wagon,28
Japan,HONDA Insight,4,2WD,Gasoline,midsize car,52
Japan,HONDA Insight Touring,4,2WD,Gasoline,midsize car,48
Japan,HONDA Odyssey,6,2WD,Gasoline,minivan,22
Japan,HONDA Odyssey,6,2WD,Gasoline,minivan,22
Japan,HONDA Pilot,6,2WD,Gasoline,small SUV,22
Japan,HONDA Pilot,6,4WD,Gasoline,small SUV,21
Japan,HONDA Pilot,6,2WD,Gasoline,small SUV,23
Japan,HONDA Pilot,6,4WD,Gasoline,small SUV,22
Japan,HONDA Ridgeline,6,2WD,Gasoline,pickup,22
Japan,HONDA Ridgeline,6,4WD,Gasoline,pickup,21
Korea,HYUNDAI Accent,4,2WD,Gasoline,small car,31
Korea,HYUNDAI Accent,4,2WD,Gasoline,small car,32
Korea,HYUNDAI Elantra,4,2WD,Gasoline,midsize car,35
Korea,HYUNDAI Elantra,4,2WD,Gasoline,midsize car,29
Korea,HYUNDAI Elantra,4,2WD,Gasoline,midsize car,25
Korea,HYUNDAI Elantra,4,2WD,Gasoline,midsize car,29
Korea,HYUNDAI Elantra,4,2WD,Gasoline,midsize car,32
Korea,HYUNDAI Elantra,4,2WD,Gasoline,midsize car,32
Korea,HYUNDAI Elantra GT,4,2WD,Gasoline,large car,28
Korea,HYUNDAI Elantra GT,4,2WD,Gasoline,large car,26
Korea,HYUNDAI Elantra GT,4,2WD,Gasoline,large car,27
Korea,HYUNDAI Elantra SE,4,2WD,Gasoline,midsize car,33
Korea,HYUNDAI Elantra SE,4,2WD,Gasoline,midsize car,33
Korea,HYUNDAI Ioniq,4,2WD,Gasoline,large car,55
Korea,HYUNDAI Ioniq Blue,4,2WD,Gasoline,large car,58
Korea,HYUNDAI Ioniq Electric,N/A,2WD,Electricity,midsize car,136
Korea,HYUNDAI Kona,4,2WD,Gasoline,small SUV,30
Korea,HYUNDAI Kona,4,4WD,Gasoline,small SUV,27
Korea,HYUNDAI Kona,4,2WD,Gasoline,small SUV,30
Korea,HYUNDAI Kona,4,4WD,Gasoline,small SUV,27
Korea,HYUNDAI Kona Electric,N/A,2WD,Electricity,small SUV,120
Korea,HYUNDAI NEXO,N/A,2WD,Hydrogen,small SUV,57
Korea,HYUNDAI NEXO Blue,N/A,2WD,Hydrogen,small SUV,61
Korea,HYUNDAI Santa Fe,4,2WD,Gasoline,small SUV,22
Korea,HYUNDAI Santa Fe,4,4WD,Gasoline,small SUV,21
Korea,HYUNDAI Santa Fe,4,2WD,Gasoline,small SUV,25
Korea,HYUNDAI Santa Fe,4,2WD,Gasoline,small SUV,25
Korea,HYUNDAI Santa Fe,4,4WD,Gasoline,small SUV,23
Korea,HYUNDAI Santa Fe XL,6,2WD,Gasoline,small SUV,21
Korea,HYUNDAI Santa Fe XL,6,4WD,Gasoline,small SUV,20
Korea,HYUNDAI Santa Fe XL Ultimate,6,2WD,Gasoline,small SUV,20
Korea,HYUNDAI Santa Fe XL Ultimate,6,4WD,Gasoline,small SUV,19
Korea,HYUNDAI Sonata,4,2WD,Gasoline,large car,31
Korea,HYUNDAI Sonata,4,2WD,Gasoline,large car,26
Korea,HYUNDAI Sonata,4,2WD,Gasoline,large car,28
Korea,HYUNDAI Sonata Hybrid,4,2WD,Gasoline,midsize car,41
Korea,HYUNDAI Sonata Hybrid SE,4,2WD,Gasoline,midsize car,42
Korea,HYUNDAI Sonata SE,4,2WD,Gasoline,large car,29
Korea,HYUNDAI Tuscon,4,2WD,Gasoline,small SUV,26
Korea,HYUNDAI Tuscon,4,4WD,Gasoline,small SUV,23
Korea,HYUNDAI Tuscon,4,2WD,Gasoline,small SUV,25
Korea,HYUNDAI Tuscon,4,2WD,Gasoline,small SUV,25
Korea,HYUNDAI Tuscon,4,4WD,Gasoline,small SUV,23
Korea,HYUNDAI Veloster,4,2WD,Gasoline,small car,30
Korea,HYUNDAI Veloster,4,2WD,Gasoline,small car,29
Korea,HYUNDAI Veloster,4,2WD,Gasoline,small car,28
Korea,HYUNDAI Veloster,4,2WD,Gasoline,small car,30
Korea,HYUNDAI Veloster N,4,2WD,Gasoline,small car,25
Japan,INFINITI Q50,4,2WD,Gasoline,midsize car,25
Japan,INFINITI Q50,4,4WD,Gasoline,midsize car,24
Japan,INFINITI Q50,6,2WD,Gasoline,midsize car,23
Japan,INFINITI Q50,6,4WD,Gasoline,midsize car,22
Japan,INFINITI Q50 Red Sport,6,2WD,Gasoline,midsize car,22
Japan,INFINITI Q50 Red Sport,6,4WD,Gasoline,midsize car,22
Japan,INFINITI Q60,4,2WD,Gasoline,small car,25
Japan,INFINITI Q60,4,4WD,Gasoline,small car,24
Japan,INFINITI Q60,6,2WD,Gasoline,small car,22
Japan,INFINITI Q60,6,4WD,Gasoline,small car,22
Japan,INFINITI Q60 Red Sport,6,2WD,Gasoline,small car,22
Japan,INFINITI Q60 Red Sport,6,4WD,Gasoline,small car,21
Japan,INFINITI Q70,6,2WD,Gasoline,midsize car,21
Japan,INFINITI Q70,6,4WD,Gasoline,midsize car,20
Japan,INFINITI Q70,8,2WD,Gasoline,midsize car,19
Japan,INFINITI Q70,8,4WD,Gasoline,midsize car,18
Japan,INFINITI QX50,4,2WD,Gasoline,small SUV,27
Japan,INFINITI QX50,4,4WD,Gasoline,small SUV,26
Japan,INFINITI QX60,6,2WD,Gasoline,small SUV,22
Japan,INFINITI QX60,6,4WD,Gasoline,small SUV,22
Japan,INFINITI QX80,8,2WD,Gasoline,standard SUV,16
Japan,INFINITI QX80,8,4WD,Gasoline,standard SUV,15
UK,JAGUAR E-Pace P250,4,4WD,Gasoline,small SUV,24
UK,JAGUAR E-Pace P300,4,4WD,Gasoline,small SUV,23
UK,JAGUAR F-Pace,4,4WD,Diesel,small SUV,29
UK,JAGUAR F-Pace,4,4WD,Gasoline,small SUV,24
UK,JAGUAR F-Pace,6,4WD,Gasoline,small SUV,20
UK,JAGUAR F-Pace,8,4WD,Gasoline,small SUV,18
UK,JAGUAR F-Type Convertible,4,2WD,Gasoline,small car,26
UK,JAGUAR F-Type Convertible,6,2WD,Gasoline,small car,19
UK,JAGUAR F-Type Convertible,6,2WD,Gasoline,small car,23
UK,JAGUAR F-Type Coupe,4,2WD,Gasoline,small car,26
UK,JAGUAR F-Type Coupe,6,2WD,Gasoline,small car,19
UK,JAGUAR F-Type Coupe,6,2WD,Gasoline,small car,23
UK,JAGUAR F-Type R Convertible,8,4WD,Gasoline,small car,18
UK,JAGUAR F-Type R Coupe,8,4WD,Gasoline,small car,18
UK,JAGUAR F-Type S Convertible,6,2WD,Gasoline,small car,18
UK,JAGUAR F-Type S Convertible,6,2WD,Gasoline,small car,22
UK,JAGUAR F-Type S Convertible,6,4WD,Gasoline,small car,21
UK,JAGUAR F-Type S Coupe,6,2WD,Gasoline,small car,18
UK,JAGUAR F-Type S Coupe,6,2WD,Gasoline,small car,22
UK,JAGUAR F-Type S Coupe,6,4WD,Gasoline,small car,21
UK,JAGUAR F-Type SVR Convertible GEN2,8,4WD,Gasoline,small car,18
UK,JAGUAR F-Type SVR Coupe GEN2,8,4WD,Gasoline,small car,18
UK,JAGUAR I-PACE,N/A,4WD,Electricity,small SUV,76
UK,JAGUAR XE,4,2WD,Diesel,small car,36
UK,JAGUAR XE,4,2WD,Gasoline,small car,28
UK,JAGUAR XE,4,4WD,Diesel,small car,34
UK,JAGUAR XE,4,4WD,Gasoline,small car,28
UK,JAGUAR XE,6,2WD,Gasoline,small car,24
UK,JAGUAR XE,6,4WD,Gasoline,small car,23
UK,JAGUAR XE,8,4WD,Gasoline,small car,18
UK,JAGUAR XF,4,2WD,Diesel,midsize car,35
UK,JAGUAR XF,4,2WD,Gasoline,midsize car,28
UK,JAGUAR XF,4,4WD,Diesel,midsize car,34
UK,JAGUAR XF,4,4WD,Gasoline,midsize car,27
UK,JAGUAR XF,6,2WD,Gasoline,midsize car,23
UK,JAGUAR XF,6,4WD,Gasoline,midsize car,23
UK,JAGUAR XF Sportbrake,6,4WD,Gasoline,station wagon,21
UK,JAGUAR XJ,6,2WD,Gasoline,large car,21
UK,JAGUAR XJ,6,4WD,Gasoline,large car,20
UK,JAGUAR XJ,8,2WD,Gasoline,large car,18
UK,JAGUAR XJL,6,2WD,Gasoline,large car,21
UK,JAGUAR XJL,6,4WD,Gasoline,large car,20
UK,JAGUAR XJL,8,2WD,Gasoline,large car,18
US,JEEP Cherokee,4,2WD,Gasoline,small SUV,26
US,JEEP Cherokee,4,4WD,Gasoline,small SUV,24
US,JEEP Cherokee,4,2WD,Gasoline,small SUV,25
US,JEEP Cherokee,4,2WD,Gasoline,small SUV,25
US,JEEP Cherokee,4,2WD,Gasoline,small SUV,25
US,JEEP Cherokee,4,4WD,Gasoline,small SUV,24
US,JEEP Cherokee,4,4WD,Gasoline,small SUV,24
US,JEEP Cherokee,4,4WD,Gasoline,small SUV,24
US,JEEP Cherokee,6,2WD,Gasoline,small SUV,23
US,JEEP Cherokee,6,4WD,Gasoline,small SUV,22
US,JEEP Cherokee 4x4 Active Drive II,4,4WD,Gasoline,small SUV,23
US,JEEP Cherokee 4x4 Active Drive II,6,4WD,Gasoline,small SUV,21
US,JEEP Cherokee Trailhawk,4,4WD,Gasoline,small SUV,22
US,JEEP Cherokee Trailhawk,6,4WD,Gasoline,small SUV,21
US,JEEP Compass,4,2WD,Gasoline,small SUV,25
US,JEEP Compass,4,2WD,Gasoline,small SUV,25
US,JEEP Compass,4,4WD,Gasoline,small SUV,25
US,JEEP Compass,4,4WD,Gasoline,small SUV,25
US,JEEP Compass,4,2WD,Gasoline,small SUV,26
US,JEEP Compass,4,4WD,Gasoline,small SUV,25
US,JEEP Grand Cherokee,6,2WD,Gasoline,standard SUV,21
US,JEEP Grand Cherokee,6,4WD,Gasoline,standard SUV,21
US,JEEP Grand Cherokee,8,4WD,Gasoline,standard SUV,17
US,JEEP Grand Cherokee SRT,8,4WD,Gasoline,standard SUV,15
US,JEEP Grand Cherokee Trackhawk,8,4WD,Gasoline,standard SUV,13
US,JEEP Wrangler,4,4WD,Gasoline,small SUV,24
US,JEEP Wrangler,6,4WD,Gasoline,small SUV,20
US,JEEP Wrangler,6,4WD,Gasoline,small SUV,20
US,JEEP Wrangler Unlimited,4,4WD,Gasoline,small SUV,22
US,JEEP Wrangler Unlimited,6,4WD,Gasoline,small SUV,20
US,JEEP Wrangler Unlimited,6,4WD,Gasoline,small SUV,19
Korea,KIA Cadenza,6,2WD,Gasoline,large car,23
Korea,KIA Forte,4,2WD,Gasoline,midsize car,34
Korea,KIA Forte,4,2WD,Gasoline,midsize car,34
Korea,KIA Forte,4,2WD,Gasoline,midsize car,31
Korea,KIA Forte FE,4,2WD,Gasoline,midsize car,35
Korea,KIA K900,6,4WD,Gasoline,large car,21
Korea,KIA Niro,4,2WD,Gasoline,station wagon,49
Korea,KIA Niro FE,4,2WD,Gasoline,station wagon,50
Korea,KIA Niro Touring,4,2WD,Gasoline,station wagon,43
Korea,KIA Optima,4,2WD,Gasoline,large car,31
Korea,KIA Optima,4,2WD,Gasoline,large car,24
Korea,KIA Optima,4,2WD,Gasoline,large car,27
Korea,KIA Optima,4,2WD,Gasoline,large car,27
Korea,KIA Optima FE,4,2WD,Gasoline,large car,29
Korea,KIA Optima FE,4,2WD,Gasoline,large car,29
Korea,KIA Optima Hybrid,4,2WD,Gasoline,midsize car,41
Korea,KIA Rio,4,2WD,Gasoline,small car,32
Korea,KIA Rio,4,2WD,Gasoline,small car,32
Korea,KIA Sedona,6,2WD,Gasoline,minivan,21
Korea,KIA Sorento,4,2WD,Gasoline,small SUV,25
Korea,KIA Sorento,4,4WD,Gasoline,small SUV,23
Korea,KIA Sorento,6,2WD,Gasoline,small SUV,22
Korea,KIA Sorento,6,4WD,Gasoline,small SUV,21
Korea,KIA Soul,4,2WD,Gasoline,station wagon,28
Korea,KIA Soul,4,2WD,Gasoline,station wagon,27
Korea,KIA Soul,4,2WD,Gasoline,station wagon,28
Korea,KIA Soul,4,2WD,Gasoline,station wagon,27
Korea,KIA Soul,4,2WD,Gasoline,station wagon,27
Korea,KIA Soul Electric,N/A,2WD,Electricity,station wagon,108
Korea,KIA Sportage,4,2WD,Gasoline,small SUV,23
Korea,KIA Sportage,4,4WD,Gasoline,small SUV,21
Korea,KIA Sportage,4,2WD,Gasoline,small SUV,25
Korea,KIA Sportage,4,2WD,Gasoline,small SUV,25
Korea,KIA Sportage,4,4WD,Gasoline,small SUV,23
Korea,KIA Sportage,4,4WD,Gasoline,small SUV,23
Korea,KIA Sportage FE,4,2WD,Gasoline,small SUV,25
Korea,KIA Sportage FE,4,2WD,Gasoline,small SUV,25
Korea,KIA Sportage FE,4,4WD,Gasoline,small SUV,22
Korea,KIA Sportage FE,4,4WD,Gasoline,small SUV,22
Korea,KIA Stinger,4,2WD,Gasoline,midsize car,25
Korea,KIA Stinger,4,4WD,Gasoline,midsize car,24
Korea,KIA Stinger,6,2WD,Gasoline,midsize car,21
Korea,KIA Stinger,6,4WD,Gasoline,midsize car,21
Italy,LAMBORGHINI Aventador Coupe,12,4WD,Gasoline,small car,11
Italy,LAMBORGHINI Aventador Roadster,12,4WD,Gasoline,small car,11
Italy,LAMBORGHINI Huracan,10,2WD,Gasoline,small car,15
Italy,LAMBORGHINI Huracan,10,4WD,Gasoline,small car,15
Italy,LAMBORGHINI Huracan Spyder,10,2WD,Gasoline,small car,15
Italy,LAMBORGHINI Huracan Spyder,10,4WD,Gasoline,small car,15
Italy,LAMBORGHINI Urus,8,4WD,Gasoline,standard SUV,14
UK,LAND ROVER Discovery,6,4WD,Diesel,standard SUV,23
UK,LAND ROVER Discovery,6,4WD,Gasoline,standard SUV,18
UK,LAND ROVER Discovery Sport,4,4WD,Gasoline,small SUV,22
UK,LAND ROVER Discovery Sport Si4,4,4WD,Gasoline,small SUV,22
UK,LAND ROVER Range Rover,8,4WD,Gasoline,standard SUV,18
UK,LAND ROVER Range Rover Evoque 237HP,4,4WD,Gasoline,small SUV,25
UK,LAND ROVER Range Rover Evoque 286HP,4,4WD,Gasoline,small SUV,24
UK,LAND ROVER Range Rover Evoque Cabriolet,4,4WD,Gasoline,small SUV,24
UK,LAND ROVER Range Rover LWB,8,4WD,Gasoline,standard SUV,18
UK,LAND ROVER Range Rover LWB SVA,8,4WD,Gasoline,standard SUV,15
UK,LAND ROVER Range Rover SVA,6,4WD,Diesel,standard SUV,24
UK,LAND ROVER Range Rover SVA,6,4WD,Gasoline,standard SUV,19
UK,LAND ROVER Range Rover SVA,8,4WD,Gasoline,standard SUV,16
UK,LAND ROVER Range Rover Sport,6,4WD,Diesel,standard SUV,24
UK,LAND ROVER Range Rover Sport,6,4WD,Gasoline,standard SUV,19
UK,LAND ROVER Range Rover Sport,8,4WD,Gasoline,standard SUV,19
UK,LAND ROVER Range Rover Sport SVR,8,4WD,Gasoline,standard SUV,16
UK,LAND ROVER Range Rover Velar,4,4WD,Diesel,small SUV,28
UK,LAND ROVER Range Rover Velar,4,4WD,Gasoline,small SUV,23
UK,LAND ROVER Range Rover Velar,6,4WD,Gasoline,small SUV,20
Japan,LEXUS ES 300h,4,2WD,Gasoline,midsize car,44
Japan,LEXUS ES 350,6,2WD,Gasoline,midsize car,26
Japan,LEXUS ES 350 F Sport,6,2WD,Gasoline,midsize car,25
Japan,LEXUS GS 300,4,2WD,Gasoline,midsize car,26
Japan,LEXUS GS 300 F Sport,4,2WD,Gasoline,midsize car,24
Japan,LEXUS GS 350,6,4WD,Gasoline,midsize car,21
Japan,LEXUS GS 350,6,2WD,Gasoline,midsize car,23
Japan,LEXUS GS 350 F Sport,6,2WD,Gasoline,midsize car,22
Japan,LEXUS GS F,8,2WD,Gasoline,small car,19
Japan,LEXUS GX 460,8,4WD,Gasoline,standard SUV,16
Japan,LEXUS IS 300,4,2WD,Gasoline,small car,24
Japan,LEXUS IS 300,6,4WD,Gasoline,small car,21
Japan,LEXUS IS 350,6,4WD,Gasoline,small car,21
Japan,LEXUS IS 350,6,2WD,Gasoline,small car,23
Japan,LEXUS LC 500,8,2WD,Gasoline,small car,19
Japan,LEXUS LC 500h,6,2WD,Gasoline,small car,30
Japan,LEXUS LS 500,6,2WD,Gasoline,midsize car,23
Japan,LEXUS LS 500,6,4WD,Gasoline,midsize car,21
Japan,LEXUS LS 500h,6,2WD,Gasoline,midsize car,28
Japan,LEXUS LS 500h,6,4WD,Gasoline,midsize car,26
Japan,LEXUS LX 570,8,4WD,Gasoline,standard SUV,15
Japan,LEXUS NX 300,4,2WD,Gasoline,small SUV,25
Japan,LEXUS NX 300,4,4WD,Gasoline,small SUV,24
Japan,LEXUS NX 300 F Sport,4,4WD,Gasoline,small SUV,24
Japan,LEXUS NX 300h,4,4WD,Gasoline,small SUV,31
Japan,LEXUS RC 300,4,2WD,Gasoline,small car,24
Japan,LEXUS RC 300,6,4WD,Gasoline,small car,21
Japan,LEXUS RC 350,6,4WD,Gasoline,small car,21
Japan,LEXUS RC 350,6,2WD,Gasoline,small car,23
Japan,LEXUS RC F,8,2WD,Gasoline,small car,19
Japan,LEXUS RX 350,6,2WD,Gasoline,small SUV,23
Japan,LEXUS RX 350,6,4WD,Gasoline,small SUV,22
Japan,LEXUS RX 350 L,6,2WD,Gasoline,small SUV,22
Japan,LEXUS RX 350 L,6,4WD,Gasoline,small SUV,21
Japan,LEXUS RX 450h,6,4WD,Gasoline,standard SUV,30
Japan,LEXUS RX 450h L,6,4WD,Gasoline,standard SUV,29
US,LINCOLN Continental,6,2WD,Gasoline,large car,21
US,LINCOLN Continental,6,4WD,Gasoline,large car,20
US,LINCOLN Continental,6,4WD,Gasoline,large car,19
US,LINCOLN Continental,6,2WD,Gasoline,large car,20
US,LINCOLN Continental,6,4WD,Gasoline,large car,19
US,LINCOLN MKC,4,2WD,Gasoline,small SUV,23
US,LINCOLN MKC,4,4WD,Gasoline,small SUV,21
US,LINCOLN MKC,4,4WD,Gasoline,small SUV,22
US,LINCOLN MKC,4,4WD,Gasoline,small SUV,20
US,LINCOLN MKT,6,4WD,Gasoline,standard SUV,17
US,LINCOLN MKT,6,2WD,Gasoline,standard SUV,19
US,LINCOLN MKT Livery,6,4WD,Gasoline,special purpose,18
US,LINCOLN MKZ,4,2WD,Gasoline,midsize car,24
US,LINCOLN MKZ,4,4WD,Gasoline,midsize car,23
US,LINCOLN MKZ,6,2WD,Gasoline,midsize car,21
US,LINCOLN MKZ,6,4WD,Gasoline,midsize car,20
US,LINCOLN MKZ Hybrid,4,2WD,Gasoline,midsize car,41
US,LINCOLN Nautilus,4,4WD,Gasoline,small SUV,22
US,LINCOLN Nautilus,6,4WD,Gasoline,small SUV,21
US,LINCOLN Navigator,6,2WD,Gasoline,standard SUV,19
US,LINCOLN Navigator L,6,2WD,Gasoline,standard SUV,18
US,LINCOLN Nuatilus,4,2WD,Gasoline,small SUV,23
US,LINCOLN Nuatilus,6,2WD,Gasoline,small SUV,22
Italy,MASERATI Ghibli,6,2WD,Gasoline,midsize car,19
Italy,MASERATI Ghibli S,6,2WD,Gasoline,midsize car,19
Italy,MASERATI Ghibli S Q4,6,4WD,Gasoline,midsize car,19
Italy,MASERATI Granturismo Convertible,8,2WD,Gasoline,small car,16
Italy,MASERATI Levante,8,4WD,Gasoline,standard SUV,17
Italy,MASERATI Levante GTS,8,4WD,Gasoline,standard SUV,15
Italy,MASERATI Levante S,8,4WD,Gasoline,standard SUV,17
Italy,MASERATI Levante Trofeo,8,4WD,Gasoline,standard SUV,15
Italy,MASERATI Quattroporte S,6,2WD,Gasoline,large car,18
Italy,MASERATI Quattroporte S Q4,6,4WD,Gasoline,large car,18
Italy,MASERATI Quattroporte V8,8,2WD,Gasoline,large car,17
Japan,MAZDA CX-3,4,2WD,Gasoline,small car,31
Japan,MAZDA CX-3,4,2WD,Gasoline,small car,31
Japan,MAZDA CX-3,4,4WD,Gasoline,small car,29
Japan,MAZDA CX-3,4,4WD,Gasoline,small car,29
Japan,MAZDA CX-5 2WD,4,2WD,Gasoline,small SUV,28
Japan,MAZDA CX-5 2WD,4,2WD,Gasoline,small SUV,25
Japan,MAZDA CX-5 4WD,4,4WD,Gasoline,small SUV,26
Japan,MAZDA CX-5 4WD,4,4WD,Gasoline,small SUV,24
Japan,MAZDA CX-9,4,2WD,Gasoline,small SUV,24
Japan,MAZDA CX-9,4,4WD,Gasoline,small SUV,23
Japan,MAZDA MX-5,4,2WD,Gasoline,small car,29
Japan,MAZDA MX-5,4,2WD,Gasoline,small car,30
Germany,MERCEDES-BENZ AMG CLA45 4Matic,4,4WD,Gasoline,small car,26
Germany,MERCEDES-BENZ AMG CLS53 4Matic+,6,4WD,Gasoline,small car,23
Germany,MERCEDES-BENZ AMG E53 4Matic+,6,4WD,Gasoline,midsize car,24
